"i","T1_mean","T1_max","T1_min","T1_sd","T1_var","T2_mean","T2_max","T2_min","T2_sd","T2_var","T3_mean","T3_max","T3_min","T3_sd","T3_var","Raw_moist_mean","Raw_moist_max","Raw_moist_min","Raw_moist_sd","Raw_moist_var","Vol_moist_mean","Vol_moist_max","Vol_moist_min","Vol_moist_sd","Vol_moist_var"
"22-11080","18.1458333333333","18.5","17.875","0.253876200144874","0.064453125","19.5763888888889","22.1875","18.625","1.10828633985587","1.22829861111111","18.7569444444444","20.875","17.625","0.979499057058136","0.959418402777778","981.777777777778","1002","955","14.6182914338319","213.694444444444","7.43333333333333","7.9","6.8","0.335410196624969","0.1125"
"22-11081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-11082","21.8125","22.5","21","0.504665730954659","0.2546875","28.7916666666667","30.625","27.75","1.10018937763763","1.21041666666667","29.6875","31.25","28.4375","0.996870101868844","0.99375","2205.5","2553","1154","520.995105543229","271435.9","32.45","39.2","11.2","10.5070928424565","110.399"
"22-11084","18.3125","18.625","18","0.238578378855132","0.0569196428571429","21.703125","22.125","21.5625","0.188242577163464","0.0354352678571429","22.46875","22.75","22.25","0.173591268707353","0.0301339285714286","1721.75","1741","1697","16.184207469894","261.928571428571","23.2","23.6","22.7","0.316227766016838","0.1"
"22-11085","19.1770833333333","19.4375","19","0.155204837768243","0.0240885416666667","21.46875","23.125","20.75","0.869401733952722","0.755859375","21.4375","22.25","20.8125","0.578251675311019","0.334375","1725.66666666667","1738","1706","11.8096006141896","139.466666666667","23.2833333333333","23.5","22.9","0.240138848724372","0.0576666666666667"
"22-11086","18.1328125","18.25","18","0.0970404692825186","0.00941685267857143","22.671875","23.625","20.875","0.962899963280565","0.927176339285714","23.203125","24.5","20.6875","1.35815575453312","1.84458705357143","1501.125","1510","1482","9.77515071129706","95.5535714285714","18.6625","18.8","18.3","0.184681192483541","0.0341071428571429"
"22-11088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-11089","15.0902777777778","16","14.875","0.357824250777451","0.128038194444444","18.5138888888889","19.5","17.875","0.61617026754876","0.379665798611111","19.0972222222222","20.375","18.375","0.693236797165618","0.480577256944444","951.555555555556","958","947","4.0034707164881","16.0277777777778","6.74444444444444","6.9","6.6","0.113038833052088","0.0127777777777778"
"22-11090","25.546875","26.5","25","0.466213374662596","0.217354910714286","24","26.5625","21.75","1.9781168895117","3.91294642857143","22.140625","24.75","20.125","1.78840199519811","3.19838169642857","809","822","803","7.59699188589047","57.7142857142857","3.525","3.8","3.4","0.175254916376933","0.0307142857142857"
"22-11091","21.7265625","22.875","21.25","0.519634035884872","0.27001953125","23.8359375","25.25","21.125","1.53999416597921","2.37158203125","22.6015625","24.5","18.75","1.98879043350295","3.95528738839286","1129.125","1134","1116","6.4240063155991","41.2678571428571","10.7","10.8","10.4","0.151185789203691","0.0228571428571429"
"22-11092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-11093","11.7916666666667","12.875","11.5625","0.411029576186435","0.1689453125","14.375","19.625","13.1875","2.0220947523546","4.0888671875","15.5138888888889","17.5625","14.25","0.982651158148766","0.965603298611111","1310.11111111111","1313","1308","1.96497102042527","3.86111111111111","14.6333333333333","14.7","14.6","0.0499999999999998","0.00249999999999998"
"22-11094","25.984375","27.5","24.375","1.00487094942585","1.009765625","27.8203125","29","26.625","0.790172265915116","0.624372209821429","25.9375","27","24.4375","0.816268732009957","0.666294642857143","719","722","715","2.39045721866879","5.71428571428571","1.475","1.5","1.4","0.0462910049886276","0.00214285714285715"
"22-11095","19.1666666666667","22.375","14.0625","2.50175719495318","6.2587890625","21.6111111111111","25","16.5625","2.94592836362514","8.67849392361111","21.4236111111111","24.25","17.125","2.32298673287454","5.39626736111111","1328.55555555556","1408","1283","33.8641075148568","1146.77777777778","15","16.7","14","0.734846922834953","0.54"
"22-11097","19.4107142857143","19.6875","19.1875","0.197171215179189","0.0388764880952381","26.2142857142857","26.5","25.5","0.343952862218897","0.118303571428571","27.3214285714286","27.75","26.625","0.438137290942332","0.191964285714286","1117.85714285714","1127","1107","7.35818300552909","54.1428571428571","10.4285714285714","10.6","10.2","0.149602648308619","0.0223809523809524"
"22-11098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-11100","19.2890625","19.5625","19.125","0.173390236481593","0.0300641741071429","21.21875","22.75","20.6875","0.711826122428384","0.506696428571429","22.1015625","24.75","21.25","1.1825260020548","1.39836774553571","1256.75","1262","1253","3.19597961731387","10.2142857142857","13.4625","13.6","13.4","0.0744023809142842","0.00553571428571425"
