"i","T1_mean","T1_max","T1_min","T1_sd","T1_var","T2_mean","T2_max","T2_min","T2_sd","T2_var","T3_mean","T3_max","T3_min","T3_sd","T3_var","Raw_moist_mean","Raw_moist_max","Raw_moist_min","Raw_moist_sd","Raw_moist_var","Vol_moist_mean","Vol_moist_max","Vol_moist_min","Vol_moist_sd","Vol_moist_var"
"24-11086","26.2361111111111","28.0625","25.125","1.05501859514945","1.11306423611111","24.1736111111111","26.5","22.3125","1.36565638471437","1.86501736111111","23.2083333333333","24.9375","21.75","1.10750282166683","1.2265625","912","916","907","3.39116499156263","11.5","5.86666666666667","6","5.7","0.1","0.01"
"24-11087","26.1875","26.625","25.8125","0.289318781178922","0.0837053571428571","29.953125","30.875","27.75","0.984109232830816","0.968470982142857","28.9453125","29.8125","26.0625","1.20565885774128","1.45361328125","1717.625","1722","1704","6.02228006180858","36.2678571428571","23.15","23.2","22.9","0.10690449676497","0.0114285714285714"
"24-11088","25.9652777777778","26.375","25.5","0.298287938818257","0.0889756944444444","29.5138888888889","30.5","27.5625","0.910430968613827","0.828884548611111","27.9236111111111","28.4375","27.125","0.37471053642927","0.140407986111111","1291.22222222222","1299","1278","7.82268780180089","61.1944444444444","14.2222222222222","14.4","13.9","0.185592145427668","0.0344444444444445"
"24-11089","21.6388888888889","21.8125","21.3125","0.181620789314195","0.0329861111111111","25.7083333333333","27.25","23.5625","1.30316621637457","1.6982421875","27.7708333333333","28.5","26.625","0.638143058020692","0.4072265625","1837.88888888889","1849","1828","5.75422550054402","33.1111111111111","25.5777777777778","25.8","25.4","0.109290642071701","0.0119444444444446"
"24-11090","26.3333333333333","27.1875","25.5","0.58546856234985","0.3427734375","28.0069444444444","31.3125","24.0625","2.33925494875565","5.47211371527778","29.3125","30.5625","26.1875","1.33280425700851","1.7763671875","1420.22222222222","1426","1415","3.56292638773866","12.6944444444444","16.9444444444444","17.1","16.8","0.0881917103688202","0.00777777777777787"
"24-11091","21.3359375","21.375","21.25","0.0572578363320565","0.00327845982142857","25.625","26.125","25.125","0.373508940416998","0.139508928571429","27.4765625","28.625","26.75","0.584335607916009","0.341448102678571","1313.125","1327","1292","12.1471631020815","147.553571428571","14.6875","15","14.2","0.274837614393872","0.0755357142857144"
"24-11092","26.0972222222222","26.5","25.75","0.270833333333333","0.0733506944444444","35.0347222222222","37.0625","33","1.29569265045552","1.67881944444444","33.6666666666667","34.625","32.375","0.688209860798289","0.4736328125","1142","1153","1127","7.53325958665968","56.75","10.9444444444444","11.2","10.6","0.174005108481842","0.0302777777777777"
"24-11093","28.2265625","29.25","27","0.781294641581705","0.610421316964286","34.0078125","34.75","33","0.627172563260816","0.393345424107143","33.4765625","33.875","32.5","0.508781698731672","0.258858816964286","1524.125","1541","1503","12.5178444059442","156.696428571429","19.15","19.5","18.7","0.267261241912425","0.0714285714285715"
"24-11094","23.4583333333333","23.875","23.25","0.227503434040016","0.0517578125","26.2083333333333","28.125","24.9375","1.24569571424967","1.5517578125","27.8055555555556","30.1875","25.5625","1.72341538529682","2.97016059027778","1564.44444444444","1568","1559","3.00462606288666","9.02777777777778","19.9888888888889","20.1","19.9","0.060092521257734","0.00361111111111121"
"24-11095","21.5546875","22.1875","21.25","0.329768418471855","0.108747209821429","27.4453125","33.5625","23.6875","4.17507986183241","17.4312918526786","27.875","33.125","24.0625","4.1314884035383","17.0691964285714","1084","1102","1071","11.6004926003782","134.571428571429","9.7","10.1","9.4","0.250713268211203","0.0628571428571428"
"24-11096","20.9444444444444","21.375","20.5","0.298833089328772","0.0893012152777778","25.9722222222222","28.5625","24.6875","1.18631153979233","1.40733506944444","27.2777777777778","31.125","25.125","1.82808790323235","3.34190538194444","1445.55555555556","1456","1433","6.78437747901587","46.0277777777778","17.4888888888889","17.7","17.2","0.145296631451356","0.0211111111111113"
"24-11097","21.5416666666667","21.625","21.5","0.0625","0.00390625","26.25","27.625","25.375","0.777490956539046","0.6044921875","27.8263888888889","29.625","26.375","1.07609763084541","1.15798611111111","1453.77777777778","1455","1452","0.97182531580755","0.944444444444444","17.6888888888889","17.7","17.6","0.0333333333333326","0.00111111111111106"
"24-11098","19.7152777777778","20","19.4375","0.197916666666667","0.0391710069444444","24.5208333333333","25.75","23.125","0.839689302659025","0.705078125","26.6527777777778","28.3125","24.8125","1.09424591931816","1.19737413194444","1364.88888888889","1367","1362","1.61589328580544","2.61111111111111","15.7777777777778","15.8","15.7","0.0440958551844105","0.0019444444444445"
"24-11099","21.8055555555556","22.25","21.75","0.166666666666667","0.0277777777777778","27.3125","28.3125","26.625","0.520103655534164","0.2705078125","29.4722222222222","30","28.625","0.561727865113032","0.315538194444444","1753.33333333333","1755","1751","1.4142135623731","2","23.8666666666667","23.9","23.8","0.0499999999999989","0.00249999999999989"
"24-11100","21.8819444444444","21.9375","21.875","0.0208333333333333","0.000434027777777778","26.6458333333333","27.3125","26.1875","0.359035165408627","0.12890625","28.6180555555556","29.3125","27.875","0.465031547615619","0.216254340277778","1872.11111111111","1882","1864","6.15313831399158","37.8611111111111","26.2333333333333","26.4","26.1","0.122474487139158","0.0149999999999998"
"24-11101","24.9861111111111","25.3125","24.625","0.216004597430497","0.0466579861111111","27.4097222222222","28","26.75","0.428605012738354","0.183702256944444","28.7083333333333","29.3125","28.125","0.463512405443479","0.21484375","2322.11111111111","2327","2313","4.96095868871241","24.6111111111111","34.9333333333333","35","34.8","0.0866025403784451","0.00750000000000021"
"24-11102","20.6041666666667","20.625","20.5625","0.03125","0.0009765625","25.7777777777778","26.25","25.5","0.22987579677827","0.0528428819444444","28.2152777777778","29","27.75","0.364583333333333","0.132921006944444","1669.11111111111","1670","1668","0.781735959970572","0.611111111111111","22.1333333333333","22.2","22.1","0.0499999999999989","0.00249999999999989"
"24-11103","24.4861111111111","25.75","23.375","0.844778180122517","0.713650173611111","30.5694444444444","32.75","25.875","2.42654679334188","5.88812934027778","29.1458333333333","31.5","26","1.7056317561244","2.9091796875","1445.77777777778","1458","1402","17.9915103436161","323.694444444444","17.5222222222222","17.8","16.6","0.380058475033046","0.144444444444444"
"24-11104","23.9930555555556","24.375","23.6875","0.23269070733009","0.0541449652777778","27.5902777777778","31.0625","26.125","1.83661519702534","3.37315538194444","27.1666666666667","29.6875","25.875","1.24804534673224","1.5576171875","1434.11111111111","1439","1432","2.14734978778752","4.61111111111111","17.2555555555556","17.4","17.2","0.072648315725678","0.0052777777777778"
"24-11105","26.5138888888889","28","25","1.0187585207551","1.03786892361111","34.3958333333333","36.25","31.875","1.47372826531895","2.171875","32.4305555555556","34.375","30.5625","1.17818900872389","1.38812934027778","1363.33333333333","1373","1349","8.35164654424503","69.75","15.7555555555556","16","15.4","0.200693242979872","0.0402777777777778"
"24-11106","28.3125","29.5","27","0.816097803575037","0.666015625","34.875","36.4375","32.75","1.24451923448374","1.548828125","33.9722222222222","35.75","31","1.52265159571862","2.31846788194444","2378.77777777778","2384","2372","3.99304951690365","15.9444444444444","36","36.1","35.9","0.0707106781186558","0.00500000000000014"
"24-11107","33.5902777777778","35.75","31.75","1.37894006194774","1.90147569444444","31.5416666666667","32.8125","30.75","0.804649574348983","0.6474609375","30.8333333333333","31.875","29.9375","0.544862367942584","0.296875","2009.66666666667","2023","1995","10.571187255933","111.75","28.9666666666667","29.2","28.7","0.2","0.0400000000000001"
"24-11108","27.0972222222222","27.6875","26.5","0.460459085527091","0.212022569444444","34.5138888888889","35.75","33","1.01971665113948","1.03982204861111","33.6111111111111","35","31.8125","0.982651158148766","0.965603298611111","2472.11111111111","2477","2462","5.3489355119604","28.6111111111111","37.7222222222222","37.8","37.5","0.109290642071698","0.0119444444444441"
"24-11109","21.5763888888889","21.625","21.5","0.0520833333333333","0.00271267361111111","28.0625","28.375","27.6875","0.253876200144874","0.064453125","29.3680555555556","29.75","28.75","0.372969037291003","0.139105902777778","1555","1556","1552","1.3228756555323","1.75","19.7888888888889","19.8","19.7","0.0333333333333338","0.00111111111111114"
"24-11110","29.0902777777778","29.25","28.75","0.168608479752486","0.0284288194444444","33.3958333333333","35.75","28.875","2.63280090872819","6.931640625","31.6736111111111","34","28","2.241689900747","5.02517361111111","1255.22222222222","1264","1244","7.64489662745314","58.4444444444444","13.4333333333333","13.6","13.2","0.16583123951777","0.0275"
